fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Id
9.0;0.58;0.25;2.0;0.104;8.0;21.0;0.99769;3.27;0.72;9.6;5;1227
7.5;0.59;0.22;1.8;0.0819999999999999;43.0;60.0;0.99499;3.1;0.42;9.2;5;1256
7.1;0.62;0.06;1.3;0.07;5.0;12.0;0.9942;3.17;0.48;9.8;5;1392
7.6;0.95;0.03;2.0;0.09;7.0;20.0;0.9959;3.2;0.56;9.6;5;160
7.4;0.36;0.29;2.6;0.087;26.0;72.0;0.99645;3.39;0.68;11.0;5;314
7.8;0.55;0.0;1.7;0.07;7.0;17.0;0.99659;3.26;0.64;9.4;6;1236
9.9;0.74;0.19;5.8;0.111;33.0;76.0;0.99878;3.14;0.55;9.4;5;1203
9.2;0.52;1.0;3.4;0.61;32.0;69.0;0.9996;2.74;2.0;9.4;4;151
6.6;0.39;0.49;1.7;0.07;23.0;149.0;0.9922;3.12;0.5;11.5;6;591
5.0;0.42;0.24;2.0;0.06;19.0;50.0;0.9917;3.72;0.74;14.0;8;588
6.0;0.5;0.0;1.4;0.057;15.0;26.0;0.99448;3.36;0.45;9.5;5;1338
12.6;0.41;0.54;2.8;0.103;19.0;41.0;0.99939;3.21;0.76;11.3;6;814
6.0;0.49;0.0;2.3;0.068;15.0;33.0;0.99292;3.58;0.59;12.5;6;1390
8.2;0.31;0.4;2.2;0.0579999999999999;6.0;10.0;0.99536;3.31;0.68;11.2;7;952
6.8;0.63;0.07;2.1;0.089;11.0;44.0;0.9953;3.47;0.55;10.4;6;168
6.7;0.75;0.12;2.0;0.086;12.0;80.0;0.9958;3.38;0.52;10.1;5;78
7.8;0.735;0.08;2.4;0.092;10.0;41.0;0.9974;3.24;0.71;9.8;6;214
7.6;0.29;0.49;2.7;0.092;25.0;60.0;0.9971;3.31;0.61;10.1;6;563
6.1;0.715;0.1;2.6;0.053;13.0;27.0;0.99362;3.57;0.5;11.9;5;1582
11.6;0.42;0.53;3.3;0.105;33.0;98.0;1.001;3.2;0.95;9.2;5;289
7.1;0.69;0.04;2.1;0.068;19.0;27.0;0.99712;3.44;0.67;9.8;5;1511
8.7;0.33;0.38;3.3;0.063;10.0;19.0;0.99468;3.3;0.73;12.0;7;929
7.3;0.98;0.05;2.1;0.061;20.0;49.0;0.99705;3.31;0.55;9.7;3;1469
7.4;0.64;0.17;5.4;0.168;52.0;98.0;0.99736;3.28;0.5;9.5;5;1358
7.8;0.58;0.02;2.0;0.073;9.0;18.0;0.9968;3.36;0.57;9.5;7;8
7.9;0.18;0.4;2.2;0.049;38.0;67.0;0.996;3.33;0.93;11.3;5;1429
6.6;0.5;0.04;2.1;0.068;6.0;14.0;0.9955;3.39;0.64;9.4;6;52
9.6;0.88;0.28;2.4;0.086;30.0;147.0;0.9979;3.24;0.53;9.4;5;636
9.6;0.41;0.37;2.3;0.091;10.0;23.0;0.99786;3.24;0.56;10.5;5;920
11.9;0.43;0.66;3.1;0.109;10.0;23.0;1.0;3.15;0.85;10.4;7;358
7.8;0.55;0.35;2.2;0.074;21.0;66.0;0.9974;3.25;0.56;9.2;5;431
7.2;0.835;0.0;2.0;0.166;4.0;11.0;0.99608;3.39;0.52;10.0;5;1334
10.1;0.27;0.54;2.3;0.065;7.0;26.0;0.99531;3.17;0.53;12.5;6;794
8.8;0.61;0.19;4.0;0.094;30.0;69.0;0.99787;3.22;0.5;10.0;6;884
7.5;0.58;0.2;2.0;0.073;34.0;44.0;0.99494;3.1;0.43;9.3;5;1273
11.3;0.37;0.5;1.8;0.09;20.0;47.0;0.99734;3.15;0.57;10.5;5;1285
8.0;0.715;0.22;2.3;0.075;13.0;81.0;0.99688;3.24;0.54;9.5;6;1275
9.4;0.27;0.53;2.4;0.074;6.0;18.0;0.9962;3.2;1.13;12.0;7;369
9.3;0.36;0.39;1.5;0.08;41.0;55.0;0.99652;3.47;0.73;10.9;6;856
6.6;0.84;0.03;2.3;0.059;32.0;48.0;0.9952;3.52;0.56;12.3;7;425
10.6;0.31;0.49;2.2;0.063;18.0;40.0;0.9976;3.14;0.51;9.8;6;579
8.2;0.57;0.26;2.2;0.06;28.0;65.0;0.9959;3.3;0.43;10.1;5;213
6.7;0.16;0.64;2.1;0.059;24.0;52.0;0.99494;3.34;0.71;11.2;6;1566
7.4;0.49;0.27;2.1;0.071;14.0;25.0;0.99388;3.35;0.63;12.0;6;1103
7.2;0.54;0.27;2.6;0.084;12.0;78.0;0.9964;3.39;0.71;11.0;5;906
6.2;0.46;0.29;2.1;0.074;32.0;98.0;0.99578;3.33;0.62;9.8;5;1583
6.8;0.81;0.05;2.0;0.07;6.0;14.0;0.99562;3.51;0.66;10.8;6;1506
7.1;0.59;0.02;2.3;0.0819999999999999;24.0;94.0;0.99744;3.55;0.53;9.7;6;768
8.2;0.24;0.34;5.1;0.062;8.0;22.0;0.9974;3.22;0.94;10.9;6;1406
8.1;0.38;0.48;1.8;0.157;5.0;17.0;0.9976;3.3;1.05;9.4;5;689
8.3;0.6;0.25;2.2;0.118;9.0;38.0;0.99616;3.15;0.53;9.8;5;1155
7.7;1.005;0.15;2.1;0.102;11.0;32.0;0.99604;3.23;0.48;10.0;5;1012
7.2;0.37;0.32;2.0;0.062;15.0;28.0;0.9947;3.23;0.73;11.3;7;1450
7.8;0.44;0.28;2.7;0.1;18.0;95.0;0.9966;3.22;0.67;9.4;5;208
12.8;0.3;0.74;2.6;0.095;9.0;28.0;0.9994;3.2;0.77;10.8;7;206
7.0;0.6;0.3;4.5;0.068;20.0;110.0;0.99914;3.3;1.17;10.2;5;1289
9.2;0.41;0.5;2.5;0.055;12.0;25.0;0.9952;3.34;0.79;13.3;7;491
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.39;0.6;10.6;6;1326
7.8;0.82;0.29;4.3;0.083;21.0;64.0;0.99642;3.16;0.53;9.4;5;1501
7.4;0.61;0.01;2.0;0.074;13.0;38.0;0.99748;3.48;0.65;9.8;5;931
7.9;0.34;0.42;2.0;0.086;8.0;19.0;0.99546;3.35;0.6;11.4;6;1091
6.5;0.39;0.23;8.3;0.051;28.0;91.0;0.9952;3.44;0.55;12.1;6;494
9.4;0.33;0.59;2.8;0.079;9.0;30.0;0.9976;3.12;0.54;12.0;6;653
9.2;0.43;0.52;2.3;0.083;14.0;23.0;0.9976;3.35;0.61;11.3;6;460
8.0;0.52;0.03;1.7;0.07;10.0;35.0;0.99575;3.34;0.57;10.0;5;262
6.9;0.5;0.04;1.5;0.085;19.0;49.0;0.9958;3.35;0.78;9.5;5;175
5.3;0.47;0.11;2.2;0.048;16.0;89.0;0.99182;3.54;0.88;13.566.666.666.666.600;7;1475
9.3;0.36;0.39;1.5;0.08;41.0;55.0;0.99652;3.47;0.73;10.9;6;853
9.6;0.32;0.47;1.4;0.0559999999999999;9.0;24.0;0.99695;3.22;0.82;10.3;7;200
7.7;0.61;0.18;2.4;0.083;6.0;20.0;0.9963;3.29;0.6;10.2;6;1065
6.7;0.67;0.02;1.9;0.061;26.0;42.0;0.99489;3.39;0.82;10.9;6;1565
8.0;0.715;0.22;2.3;0.075;13.0;81.0;0.99688;3.24;0.54;9.5;6;1278
10.3;0.32;0.45;6.4;0.073;5.0;13.0;0.9976;3.23;0.82;12.6;8;278
9.3;0.36;0.39;1.5;0.08;41.0;55.0;0.99652;3.47;0.73;10.9;6;854
7.5;0.58;0.14;2.2;0.077;27.0;60.0;0.9963;3.28;0.59;9.8;5;1251
6.8;0.66;0.07;1.6;0.07;16.0;61.0;0.99572;3.29;0.6;9.3;5;1183
12.2;0.48;0.54;2.6;0.085;19.0;64.0;1.0;3.1;0.61;10.5;6;402
6.8;0.77;0.0;1.8;0.066;34.0;52.0;0.9976;3.62;0.68;9.9;5;419
7.9;0.2;0.35;1.7;0.054;7.0;15.0;0.99458;3.32;0.8;11.9;7;1459
13.0;0.47;0.49;4.3;0.085;6.0;47.0;10.021;3.3;0.68;12.7;6;559
7.4;0.62;0.05;1.9;0.068;24.0;42.0;0.9961;3.42;0.57;11.5;6;173
10.0;0.31;0.47;2.6;0.085;14.0;33.0;0.99965;3.36;0.8;10.5;7;259
9.9;0.59;0.07;3.4;0.102;32.0;71.0;100.015;3.31;0.71;9.8;5;284
8.3;0.54;0.24;3.4;0.076;16.0;112.0;0.9976;3.27;0.61;9.4;5;620
9.8;0.39;0.43;1.65;0.068;5.0;11.0;0.99478;3.19;0.46;11.4;5;1181
9.1;0.795;0.0;2.6;0.096;11.0;26.0;0.9994;3.35;0.83;9.4;6;351
12.3;0.5;0.49;2.2;0.089;5.0;14.0;10.002;3.19;0.44;9.6;5;580
8.0;0.6;0.22;2.1;0.08;25.0;105.0;0.99613;3.3;0.49;9.9;5;1383
11.6;0.475;0.4;1.4;0.091;6.0;28.0;0.99704;3.07;0.65;100.333.333.333.333;6;1362
6.6;0.7;0.08;2.6;0.106;14.0;27.0;0.99665;3.44;0.58;10.2;5;1519
6.6;0.64;0.31;6.1;0.083;7.0;49.0;0.99718;3.35;0.68;10.3;5;1388
6.8;0.785;0.0;2.4;0.104;14.0;30.0;0.9966;3.52;0.55;10.7;6;77
8.9;0.61;0.49;2.0;0.27;23.0;110.0;0.9972;3.12;1.02;9.3;5;181
7.4;0.635;0.1;2.4;0.08;16.0;33.0;0.99736;3.58;0.69;10.8;7;901
9.0;0.54;0.49;2.9;0.094;41.0;110.0;0.9982;3.08;0.61;9.2;5;562
8.7;0.675;0.1;1.6;0.09;4.0;11.0;0.99745;3.31;0.65;9.55;5;1396
7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.29;0.54;10.1;5;1562
7.1;0.43;0.17;1.8;0.0819999999999999;27.0;51.0;0.99634;3.49;0.64;10.4;5;1047
9.9;0.72;0.55;1.7;0.136;24.0;52.0;0.99752;3.35;0.94;10.0;5;1207
6.7;0.48;0.08;2.1;0.064;18.0;34.0;0.99552;3.33;0.64;9.7;5;1525
8.4;0.65;0.6;2.1;0.1119999999999999;12.0;90.0;0.9973;3.2;0.52;9.2;5;304
6.1;0.56;0.0;2.2;0.079;6.0;9.0;0.9948;3.59;0.54;11.5;6;907
7.8;0.88;0.0;2.6;0.098;25.0;67.0;0.9968;3.2;0.68;9.8;5;1
7.5;0.51;0.02;1.7;0.084;13.0;31.0;0.99538;3.36;0.54;10.5;6;1340
7.9;0.18;0.4;1.8;0.062;7.0;20.0;0.9941;3.28;0.7;11.1;5;1509
7.8;0.56;0.19;1.8;0.104;12.0;47.0;0.9964;3.19;0.93;9.5;5;114
8.9;0.75;0.14;2.5;0.086;9.0;30.0;0.99824;3.34;0.64;10.5;5;885
6.8;0.59;0.1;1.7;0.063;34.0;53.0;0.9958;3.41;0.67;9.7;5;1464
6.1;0.34;0.25;1.8;0.084;4.0;28.0;0.99464;3.36;0.44;10.1;5;1356
9.3;0.715;0.24;2.1;0.07;5.0;20.0;0.9966;3.12;0.59;9.9;5;542
8.0;0.3;0.63;1.6;0.081;16.0;29.0;0.99588;3.3;0.78;10.8;6;1576
7.3;0.4;0.3;1.7;0.08;33.0;79.0;0.9969;3.41;0.65;9.5;6;1140
7.6;0.46;0.11;2.6;0.079;12.0;49.0;0.9968;3.21;0.57;10.0;5;717
11.4;0.625;0.66;6.2;0.088;6.0;24.0;0.9988;3.11;0.99;13.3;6;378
6.8;0.67;0.0;1.9;0.08;22.0;39.0;0.99701;3.4;0.74;9.7;5;1447
6.8;0.69;0.0;5.6;0.124;21.0;58.0;0.9997;3.46;0.72;10.2;5;625
11.8;0.38;0.55;2.1;0.071;5.0;19.0;0.9986;3.11;0.62;10.8;6;699
7.6;0.36;0.31;1.7;0.079;26.0;65.0;0.99716;3.46;0.62;9.5;6;1173
7.6;0.68;0.02;1.3;0.072;9.0;20.0;0.9965;3.17;1.08;9.2;4;161
9.1;0.5;0.3;1.9;0.065;8.0;17.0;0.99774;3.32;0.71;10.5;6;983
11.6;0.53;0.66;3.65;0.121;6.0;14.0;0.9978;3.05;0.74;11.5;7;326
7.2;0.57;0.06;1.6;0.076;9.0;27.0;0.9972;3.36;0.7;9.6;6;662
9.3;0.43;0.44;1.9;0.085;9.0;22.0;0.99708;3.28;0.55;9.5;5;851
8.3;0.28;0.48;2.1;0.093;6.0;12.0;0.99408;3.26;0.62;12.4;7;951
9.9;0.63;0.24;2.4;0.077;6.0;33.0;0.9974;3.09;0.57;9.4;5;529
7.6;0.5;0.29;2.3;0.086;5.0;14.0;0.99502;3.32;0.62;11.5;6;1169
6.2;0.46;0.17;1.6;0.073;7.0;11.0;0.99425;3.61;0.54;11.4;5;939
7.3;0.48;0.32;2.1;0.062;31.0;54.0;0.99728;3.3;0.65;10.0;7;1468
10.3;0.44;0.5;4.5;0.107;5.0;13.0;0.998;3.28;0.83;11.5;5;327
9.6;0.42;0.35;2.1;0.083;17.0;38.0;0.99622;3.23;0.66;11.1;6;1153
7.3;0.59;0.26;2.0;0.08;17.0;104.0;0.99584;3.28;0.52;9.9;5;1397
6.4;0.57;0.12;2.3;0.12;25.0;36.0;0.99519;3.47;0.71;11.3;7;958
11.9;0.39;0.69;2.8;0.095;17.0;35.0;0.9994;3.1;0.61;10.8;6;450
6.8;0.41;0.31;8.8;0.084;26.0;45.0;0.99824;3.38;0.64;10.1;6;917
10.2;0.24;0.49;2.4;0.075;10.0;28.0;0.9978;3.14;0.61;10.4;5;572
6.4;0.36;0.21;2.2;0.047;26.0;48.0;0.99661;3.47;0.77;9.7;6;1510
8.9;0.32;0.31;2.0;0.088;12.0;19.0;0.9957;3.17;0.55;10.4;6;1011
10.2;0.49;0.63;2.9;0.072;10.0;26.0;0.9968;3.16;0.78;12.5;7;505
12.5;0.46;0.63;2.0;0.071;6.0;15.0;0.9988;2.99;0.87;10.2;5;363
9.9;0.53;0.57;2.4;0.093;30.0;52.0;0.9971;3.19;0.76;11.6;7;1058
8.0;0.77;0.32;2.1;0.079;16.0;74.0;0.99656;3.27;0.5;9.8;6;1368
10.7;0.9;0.34;6.6;0.1119999999999999;23.0;99.0;100.289;3.22;0.68;9.3;5;889
7.1;0.59;0.01;2.3;0.08;27.0;43.0;0.9955;3.42;0.58;10.7;6;895
8.1;0.29;0.36;2.2;0.048;35.0;53.0;0.995;3.27;1.01;12.4;7;1408
9.8;0.44;0.47;2.5;0.063;9.0;28.0;0.9981;3.24;0.65;10.8;6;406
11.9;0.38;0.49;2.7;0.098;12.0;42.0;10.004;3.16;0.61;10.3;5;532
9.2;0.59;0.24;3.3;0.1009999999999999;20.0;47.0;0.9988;3.26;0.67;9.6;5;540
9.0;0.46;0.31;2.8;0.093;19.0;98.0;0.99815;3.32;0.63;9.5;6;312
7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.99622;3.21;0.52;9.9;5;1561
7.9;0.29;0.49;2.2;0.096;21.0;59.0;0.99714;3.31;0.67;10.1;6;1528
9.4;0.59;0.14;2.0;0.084;25.0;48.0;0.9981;3.14;0.56;9.7;5;665
8.7;0.69;0.31;3.0;0.086;23.0;81.0;10.002;3.48;0.74;11.6;6;493
7.8;0.545;0.12;2.5;0.068;11.0;35.0;0.996;3.34;0.61;11.6;6;708
6.8;0.59;0.06;6.0;0.06;11.0;18.0;0.9962;3.41;0.59;10.8;7;904
5.8;0.61;0.11;1.8;0.066;18.0;28.0;0.99483;3.55;0.66;10.9;6;1587
6.9;0.63;0.33;6.7;0.235;66.0;115.0;0.99787;3.22;0.56;9.5;5;1558
10.0;0.43;0.33;2.7;0.095;28.0;89.0;0.9984;3.22;0.68;10.0;5;1128
10.6;0.28;0.39;15.5;0.069;6.0;23.0;10.026;3.12;0.66;9.2;5;480
7.9;0.4;0.29;1.8;0.157;1.0;44.0;0.9973;3.3;0.92;9.5;6;773
8.8;0.31;0.4;2.8;0.109;7.0;16.0;0.99614;3.31;0.79;11.8;7;875
8.1;0.38;0.28;2.1;0.066;13.0;30.0;0.9968;3.23;0.73;9.7;7;37
7.5;0.4;0.18;1.6;0.079;24.0;58.0;0.9965;3.34;0.58;9.4;5;1421
10.0;0.46;0.44;2.9;0.065;4.0;8.0;0.99674;3.33;0.62;12.2;6;912
7.5;0.51;0.02;1.7;0.084;13.0;31.0;0.99538;3.36;0.54;10.5;6;1339
8.7;0.46;0.31;2.5;0.126;24.0;64.0;0.99746;3.1;0.74;9.6;5;796
7.2;1.0;0.0;3.0;0.102;7.0;16.0;0.99586;3.43;0.46;10.0;5;775
8.5;0.66;0.2;2.1;0.0969999999999999;23.0;113.0;0.99733;3.13;0.48;9.2;5;967
5.1;0.585;0.0;1.7;0.044;14.0;86.0;0.99264;3.56;0.94;12.9;7;802
8.8;0.24;0.35;1.7;0.055;13.0;27.0;0.99394;3.14;0.59;11.3;7;1125
7.3;0.695;0.0;2.5;0.075;3.0;13.0;0.998;3.49;0.52;9.2;5;122
10.9;0.39;0.47;1.8;0.118;6.0;14.0;0.9982;3.3;0.75;9.8;6;343
7.1;0.34;0.28;2.0;0.0819999999999999;31.0;68.0;0.99694;3.45;0.48;9.4;5;993
6.7;0.64;0.23;2.1;0.08;11.0;119.0;0.99538;3.36;0.7;10.9;5;1188
8.6;0.645;0.25;2.0;0.083;8.0;28.0;0.99815;3.28;0.6;10.0;6;223
7.7;0.56;0.2;2.0;0.075;9.0;39.0;0.9987;3.48;0.62;9.3;5;734
6.6;0.52;0.04;2.2;0.069;8.0;15.0;0.9956;3.4;0.63;9.4;6;51
6.3;0.98;0.01;2.0;0.057;15.0;33.0;0.99488;3.6;0.46;11.2;6;756
15.0;0.21;0.44;2.2;0.075;10.0;24.0;100.005;3.07;0.84;9.2;7;243
8.6;0.22;0.36;1.9;0.064;53.0;77.0;0.99604;3.47;0.87;11.0;7;925
8.0;0.38;0.44;1.9;0.098;6.0;15.0;0.9956;3.3;0.64;11.4;6;1062
5.6;0.62;0.03;1.5;0.08;6.0;13.0;0.99498;3.66;0.62;10.1;4;1480
8.1;0.78;0.23;2.6;0.059;5.0;15.0;0.997;3.37;0.56;11.3;5;683
8.4;0.745;0.11;1.9;0.09;16.0;63.0;0.9965;3.19;0.82;9.6;5;140
7.6;0.43;0.31;2.1;0.069;13.0;74.0;0.9958;3.26;0.54;9.9;6;1431
9.9;0.35;0.41;2.3;0.083;11.0;61.0;0.9982;3.21;0.5;9.5;5;785
8.9;0.48;0.53;4.0;0.1009999999999999;3.0;10.0;0.99586;3.21;0.59;12.1;7;1056
10.9;0.32;0.52;1.8;0.132;17.0;44.0;0.99734;3.28;0.77;11.5;6;1221
6.3;1.02;0.0;2.0;0.083;17.0;24.0;0.99437;3.59;0.55;11.2;4;1261
8.7;0.52;0.09;2.5;0.091;20.0;49.0;0.9976;3.34;0.86;10.6;7;288
12.4;0.35;0.49;2.6;0.079;27.0;69.0;0.9994;3.12;0.75;10.4;6;548
6.3;0.47;0.0;1.4;0.055;27.0;33.0;0.9922;3.45;0.48;12.3;6;1122
7.7;0.18;0.34;2.7;0.066;15.0;58.0;0.9947;3.37;0.78;11.8;6;1230
15.5;0.645;0.49;4.2;0.095;10.0;23.0;100.315;2.92;0.74;11.1;5;554
7.9;0.19;0.42;1.6;0.057;18.0;30.0;0.994;3.29;0.69;11.2;6;1087
7.6;0.35;0.6;2.6;0.073;23.0;44.0;0.99656;3.38;0.79;11.1;6;1472
7.4;0.785;0.19;5.2;0.094;19.0;98.0;0.99713;3.16;0.52;9.6;6;1445
7.4;0.52;0.13;2.4;0.078;34.0;61.0;0.99528;3.43;0.59;10.8;6;908
11.7;0.28;0.47;1.7;0.054;17.0;32.0;0.99686;3.15;0.67;10.6;7;858
7.2;0.62;0.01;2.3;0.065;8.0;46.0;0.99332;3.32;0.51;11.8;6;1351
8.1;0.82;0.0;4.1;0.095;5.0;14.0;0.99854;3.36;0.53;9.6;5;1032
10.4;0.26;0.48;1.9;0.066;6.0;10.0;0.99724;3.33;0.87;10.9;6;971
5.2;0.34;0.0;1.8;0.05;27.0;63.0;0.9916;3.68;0.79;14.0;6;144
7.5;0.41;0.15;3.7;0.104;29.0;94.0;0.99786;3.14;0.58;9.1;5;1138
8.7;0.7;0.24;2.5;0.226;5.0;15.0;0.9991;3.32;0.6;9.0;6;567
8.4;1.035;0.15;6.0;0.073;11.0;54.0;0.999;3.37;0.49;9.9;5;705
7.0;0.62;0.1;1.4;0.071;27.0;63.0;0.996;3.28;0.61;9.2;5;1309
8.0;0.48;0.34;2.2;0.073;16.0;25.0;0.9936;3.28;0.66;12.4;6;1104
7.7;0.27;0.68;3.5;0.358;5.0;10.0;0.9972;3.25;1.08;9.9;7;281
7.4;0.39;0.48;2.0;0.0819999999999999;14.0;67.0;0.9972;3.34;0.55;9.2;5;186
9.9;0.5;0.5;13.8;0.205;48.0;82.0;100.242;3.16;0.75;8.8;5;1474
7.8;0.59;0.18;2.3;0.076;17.0;54.0;0.9975;3.43;0.59;10.0;5;58
7.8;0.64;0.0;1.9;0.072;27.0;55.0;0.9962;3.31;0.63;11.0;5;1428
10.0;0.49;0.2;11.0;0.071;13.0;50.0;10.015;3.16;0.69;9.2;6;324
10.0;0.48;0.24;2.7;0.102;13.0;32.0;1.0;3.28;0.56;10.0;6;534
8.8;0.52;0.34;2.7;0.087;24.0;122.0;0.9982;3.26;0.61;9.5;5;414
7.3;0.73;0.24;1.9;0.108;18.0;102.0;0.9967;3.26;0.59;9.3;5;587
10.6;0.31;0.49;2.5;0.067;6.0;21.0;0.9987;3.26;0.86;10.7;6;547
7.5;0.27;0.34;2.3;0.05;4.0;8.0;0.9951;3.4;0.64;11.0;7;826
5.3;0.715;0.19;1.5;0.161;7.0;62.0;0.99395;3.62;0.61;11.0;5;916
9.5;0.55;0.66;2.3;0.387;12.0;37.0;0.9982;3.17;0.67;9.6;5;730
8.6;0.49;0.28;1.9;0.11;20.0;136.0;0.9972;2.93;1.95;9.9;6;91
7.6;0.39;0.31;2.3;0.0819999999999999;23.0;71.0;0.9982;3.52;0.65;9.7;5;21
7.1;0.22;0.49;1.8;0.039;8.0;18.0;0.99344;3.39;0.56;12.4;6;1490
9.0;0.47;0.31;2.7;0.084;24.0;125.0;0.9984;3.31;0.61;9.4;5;694
9.1;0.22;0.24;2.1;0.078;1.0;28.0;0.999;3.41;0.87;10.3;6;535
7.9;0.37;0.23;1.8;0.077;23.0;49.0;0.9963;3.28;0.67;9.3;5;263
8.7;0.42;0.45;2.4;0.072;32.0;59.0;0.99617;3.33;0.77;12.0;6;1083
7.5;0.53;0.06;2.6;0.086;20.0;44.0;0.9965;3.38;0.59;10.7;6;300
7.1;0.39;0.12;2.1;0.065;14.0;24.0;0.99252;3.3;0.53;13.3;6;1118
7.5;0.61;0.2;1.7;0.076;36.0;60.0;0.99494;3.1;0.4;9.3;5;1240
10.4;0.24;0.49;1.8;0.075;6.0;20.0;0.9977;3.18;1.06;11.0;6;477
8.2;0.32;0.42;2.3;0.098;3.0;9.0;0.99506;3.27;0.55;12.3;6;1023
7.7;0.96;0.2;2.0;0.047;15.0;60.0;0.9955;3.36;0.44;10.9;5;422
7.6;0.41;0.33;2.5;0.078;6.0;23.0;0.9957;3.3;0.58;11.2;5;1427
9.9;0.54;0.45;2.3;0.071;16.0;40.0;0.9991;3.39;0.62;9.4;5;640
10.0;0.35;0.47;2.0;0.061;6.0;11.0;0.99585;3.23;0.52;12.0;6;1149
7.7;0.51;0.28;2.1;0.087;23.0;54.0;0.998;3.42;0.74;9.2;5;384
7.6;0.3;0.42;2.0;0.052;6.0;24.0;0.9963;3.44;0.82;11.9;6;1402
8.9;0.4;0.32;5.6;0.087;10.0;47.0;0.9991;3.38;0.77;10.5;7;283
8.9;0.59;0.5;2.0;0.337;27.0;81.0;0.9964;3.04;1.61;9.5;6;226
8.7;0.41;0.41;6.2;0.078;25.0;42.0;0.9953;3.24;0.77;12.6;7;1038
12.7;0.6;0.49;2.8;0.075;5.0;19.0;0.9994;3.14;0.57;11.4;5;560
7.5;0.43;0.3;2.2;0.062;6.0;12.0;0.99495;3.44;0.72;11.5;7;1000
10.0;0.56;0.24;2.2;0.079;19.0;58.0;0.9991;3.18;0.56;10.1;6;788
6.1;0.4;0.16;1.8;0.069;11.0;25.0;0.9955;3.42;0.74;10.1;7;1433
7.0;0.59;0.0;1.7;0.052;3.0;8.0;0.996;3.41;0.47;10.3;5;1438
7.5;0.4;0.12;3.0;0.092;29.0;53.0;0.9967;3.37;0.7;10.3;6;287
8.8;0.66;0.26;1.7;0.074;4.0;23.0;0.9971;3.15;0.74;9.2;5;50
8.6;0.52;0.38;1.5;0.096;5.0;18.0;0.99666;3.2;0.52;9.4;5;1099
9.9;0.74;0.28;2.6;0.078;21.0;77.0;0.998;3.28;0.51;9.8;5;714
5.9;0.645;0.12;2.0;0.075;32.0;44.0;0.99547;3.57;0.71;10.2;5;1597
5.6;0.5;0.09;2.3;0.049;17.0;99.0;0.9937;3.63;0.63;13.0;5;131
6.9;0.41;0.31;2.0;0.079;21.0;51.0;0.99668;3.47;0.55;9.5;6;1268
10.0;0.56;0.24;2.2;0.079;19.0;58.0;0.9991;3.18;0.56;10.1;6;787
8.4;0.34;0.42;2.1;0.072;23.0;36.0;0.99392;3.11;0.78;12.4;6;1100
10.9;0.39;0.47;1.8;0.118;6.0;14.0;0.9982;3.3;0.75;9.8;6;342
7.9;0.32;0.51;1.8;0.341;17.0;56.0;0.9969;3.04;1.08;9.2;6;19
8.6;0.53;0.22;2.0;0.1;7.0;27.0;0.9967;3.2;0.56;10.2;6;448
6.6;0.66;0.0;3.0;0.115;21.0;31.0;0.99629;3.45;0.63;10.3;5;841
11.2;0.66;0.24;2.5;0.085;16.0;53.0;0.9993;3.06;0.72;11.0;6;543
7.2;0.63;0.0;1.9;0.0969999999999999;14.0;38.0;0.99675;3.37;0.58;9.0;6;235
9.1;0.4;0.57;4.6;0.08;6.0;20.0;0.99652;3.28;0.57;12.5;6;1190
7.1;0.71;0.0;1.9;0.08;14.0;35.0;0.9972;3.47;0.55;9.4;5;28
8.6;0.315;0.4;2.2;0.079;3.0;6.0;0.99512;3.27;0.67;11.9;6;915
6.5;0.61;0.0;2.2;0.095;48.0;59.0;0.99541;3.61;0.7;11.5;6;1175
7.1;0.59;0.01;2.5;0.077;20.0;85.0;0.99746;3.55;0.59;9.8;5;784
7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.99622;3.21;0.52;9.9;5;1560
8.4;0.59;0.29;2.6;0.109;31.0;119.0;0.99801;3.15;0.5;9.1;5;977
8.2;0.44;0.24;2.3;0.063;10.0;28.0;0.99613;3.25;0.53;10.2;6;1345
8.1;0.87;0.0;3.3;0.096;26.0;61.0;100.025;3.6;0.72;9.8;4;266
8.7;0.78;0.51;1.7;0.415;12.0;66.0;0.99623;3.0;1.17;9.2;5;1372
7.7;0.6;0.06;2.0;0.079;19.0;41.0;0.99697;3.39;0.62;10.1;6;995
8.4;0.56;0.04;2.0;0.0819999999999999;10.0;22.0;0.9976;3.22;0.44;9.6;5;718
6.9;0.84;0.21;4.1;0.074;16.0;65.0;0.99842;3.53;0.72;9.25;6;1515
11.3;0.34;0.45;2.0;0.0819999999999999;6.0;15.0;0.9988;2.94;0.66;9.2;6;667
6.2;0.39;0.43;2.0;0.071;14.0;24.0;0.99428;3.45;0.87;11.2;7;1209
9.1;0.4;0.5;1.8;0.071;7.0;16.0;0.99462;3.21;0.69;12.5;8;1061
10.5;0.42;0.66;2.95;0.1159999999999999;12.0;29.0;0.997;3.24;0.75;11.7;7;357
7.8;0.645;0.0;2.0;0.0819999999999999;8.0;16.0;0.9964;3.38;0.59;9.8;6;29
8.7;0.48;0.3;2.8;0.066;10.0;28.0;0.9964;3.33;0.67;11.2;7;648
